id,task,truth
750,"Does the following tweet have positive sentiment to the Google company ? 
ICS looks awesome, please let me have it on my phone!  #android #google #motorola",1
751,"Does the following tweet have positive sentiment to the Microsoft company ? 
This is kind of really creepy: Use your search engine the same way as @MileyCyrus would http://t.co/a050TG4L . . . #Microsoft",0
752,"Does the following tweet have positive sentiment to the Apple company ? 
@apple iOS 5 upgrade done ...... Much better feature..... Few more feature required",1
753,"Does the following tweet have positive sentiment to the Google company ? 
On a positive note, advanced control of your data usage is a really great idea ;) #google #nexus",1
754,"Does the following tweet have positive sentiment to the Apple company ? 
could @apple lion please integrate vertical spaces in mission control. this horizontal business is making me nauseous",0
755,"Does the following tweet have positive sentiment to the Apple company ? 
1st impressions  of #iOS5- Disappointed w upgrade restore. Lot of apps & folders missing @apple do  how much time went in2 orging it? #fail",0
756,"Does the following tweet have positive sentiment to the Apple company ? 
4 millions in a weekend, 16 #iPhone4S per second. This is madness?! no, this is @Apple !!!",1
757,"Does the following tweet have positive sentiment to the Microsoft company ? 
#microsoft update is so slow  :(( http://t.co/37IGhGic",0
758,"Does the following tweet have positive sentiment to the Google company ? 
Thanks to Samsung and Google, I'm now craving for some Ice Cream Sandwich !  #IceCreamSandwich #Google #Samsung",1
759,"Does the following tweet have positive sentiment to the Twitter company ? 
I cnt get over that shit lol hell naw #Twitter",1
760,"Does the following tweet have positive sentiment to the Microsoft company ? 
Check out the new #Microsoft #faculty fellows here: http://t.co/GCicPEX4 poised to change the world!",1
761,"Does the following tweet have positive sentiment to the Microsoft company ? 
Welcome Skype to the #Microsoft family. We can do amazing things together. http://t.co/YKCHtu8h #welcomeskype",1
762,"Does the following tweet have positive sentiment to the Twitter company ? 
So much garbage. #Twitter",0
763,"Does the following tweet have positive sentiment to the Microsoft company ? 
#microsoft #SBS 2011 disabling third party software #updates via #gpo",0
764,"Does the following tweet have positive sentiment to the Apple company ? 
I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks.",0
765,"Does the following tweet have positive sentiment to the Google company ? 
brilliant WebGL Bookcase #google http://t.co/CR3A6k9U",1
766,"Does the following tweet have positive sentiment to the Google company ? 
Nexus Prime looks NICE. #google #android",1
767,"Does the following tweet have positive sentiment to the Google company ? 
#NerdBoner in full effect. Watching #Samsung #Google #NexusPrime #IceCreamSandwich live event!
http://t.co/Rk9kPHss",1
768,"Does the following tweet have positive sentiment to the Google company ? 
#Google+  great for small businesses? I think so. The platform has some really beneficial features. Thoughts? http://t.co/FytcyEG2",1
769,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft Research shows #Holodesk - looks like science fiction, but is science fact http://t.co/vv6ltkYp",1
770,"Does the following tweet have positive sentiment to the Apple company ? 
It took @apple about 7 years just to figure out how to properly syncronize an iPhone.  WOW!  #ios5",0
771,"Does the following tweet have positive sentiment to the Twitter company ? 
#Twitter is Fawkin up!!!",0
772,"Does the following tweet have positive sentiment to the Twitter company ? 
RT @MattMarcheski: @AlexMufferi #twitter&gt;facebook",1
773,"Does the following tweet have positive sentiment to the Apple company ? 
Damn it @Apple!! Whatchu done to my phone??",0
774,"Does the following tweet have positive sentiment to the Apple company ? 
removing all @apple shit.",0
775,"Does the following tweet have positive sentiment to the Microsoft company ? 
Wow #android #ics, lots of uh uh uh uh talk going on... forsure not a #microsoft #mango launch were people have public speaking skills",1
776,"Does the following tweet have positive sentiment to the Google company ? 
New Galaxy Nexus: App Improvements - Gmail  offline search of last 30 days  #nexus #samsung #google #android bit.ly/nEJbyE",1
777,"Does the following tweet have positive sentiment to the Apple company ? 
not happy with @apple right now. the upgrade to my itouch4 took out my itouch and laptop. #help",0
778,"Does the following tweet have positive sentiment to the Apple company ? 
Why is  #Siri always down @apple",0
779,"Does the following tweet have positive sentiment to the Apple company ? 
@apple why is my iPhone battery so crappy #fail",0
780,"Does the following tweet have positive sentiment to the Apple company ? 
#Siri went down for a little while last night. Come on @apple! Get your shit together on this launch!",0
781,"Does the following tweet have positive sentiment to the Twitter company ? 
RT @VanillaLatte_xD: #omfg .. #Twitter , Why fxck up ? I wanna see my Retweets ""/",0
782,"Does the following tweet have positive sentiment to the Apple company ? 
I really hate that @apple won't let you hide the Newsstand app or move it into a folder. It serves no purpose for me.",0
783,"Does the following tweet have positive sentiment to the Google company ? 
Lecture Notes in Financial Economics pdf ebook:  http://t.co/7gJQvEwN #google",0
784,"Does the following tweet have positive sentiment to the Google company ? 
Google Ice Cream Sandwich - sounds yummy!  What do you think? http://t.co/gMsgXcq8
#google #Android #ice cream sandwich",1
785,"Does the following tweet have positive sentiment to the Twitter company ? 
@AlexMufferi #twitter&gt;facebook",1
786,"Does the following tweet have positive sentiment to the Apple company ? 
Dear @apple: Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios5 upgrade? This hurts. #3GS #needsomethingtoread",0
787,"Does the following tweet have positive sentiment to the Apple company ? 
RT @RedDeerSteph: @Joelplane @apple I hear you! I've had trouble with my 3 & now 4. I've even turned down brightness. #andshuttingdownru ...",0
788,"Does the following tweet have positive sentiment to the Apple company ? 
RT @Jewelz2611 @mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..",0
789,"Does the following tweet have positive sentiment to the Microsoft company ? 
Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/hJ8qlOC9 #neowin",1
790,"Does the following tweet have positive sentiment to the Twitter company ? 
@Garr_Williams isn't this place great? 
#twitter",1
791,"Does the following tweet have positive sentiment to the Twitter company ? 
#Twitter is messed up followers keep switching to same numbers -___- #FIXIT!",0
792,"Does the following tweet have positive sentiment to the Apple company ? 
Hey @apple now I have iOS5 my iPhone doesn't include songs that are on compilation albums under the artist's name. #whaddupwitdat",0
793,"Does the following tweet have positive sentiment to the Apple company ? 
@apple why isn't my iTunes updating? I just wanna update my iPhone to IOS5!!! Then iTunes says that it needs to update to do it. Then fails!",0
794,"Does the following tweet have positive sentiment to the Google company ? 
RT @RespectMaSwagg: #ThingsWeAllLove ----&gt;&gt; #Google",1
795,"Does the following tweet have positive sentiment to the Apple company ? 
I wish the Apple updater would stop trying to ram iTunes down my throat. I don't own a pissing iPhone @apple",0
796,"Does the following tweet have positive sentiment to the Apple company ? 
It would have taken me 15 mins to write this with my #Blackberry. Thank u @Apple 4s for converting me and showing me the grass is greener!",1
797,"Does the following tweet have positive sentiment to the Twitter company ? 
RT @nagoul1: #Retweets section of my #twitter account has not been working for 17 hours! Is Everyone else having this problem? #RT #RTs",0
798,"Does the following tweet have positive sentiment to the Twitter company ? 
@ZackSiezmagraff A few people are reporting #twitter retweets not working. Probably a technical problem.",0
799,"Does the following tweet have positive sentiment to the Apple company ? 
We did an unexpected workshop for the #iPhone4S at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16",1
800,"Does the following tweet have positive sentiment to the Apple company ? 
@apple I'm still waiting for you to deliver my phone to @sprint",0
801,"Does the following tweet have positive sentiment to the Apple company ? 
@DailyDealChat @apple Thanks!!",1
802,"Does the following tweet have positive sentiment to the Apple company ? 
@azrael: RT @DavideGori: And again #MobileMe is down. Issues when syncing, accessing mail... is this a good premise for #iCloud? @Apple, ...",0
803,"Does the following tweet have positive sentiment to the Google company ? 
#Android ICS is looking pretty good. Not quite sure if its worth the 4.0 numbering leap. #google",1
804,"Does the following tweet have positive sentiment to the Microsoft company ? 
Nice talk by @renatmin #KenyaOpenDoor #microsoft #community",1
805,"Does the following tweet have positive sentiment to the Google company ? 
""@SamsungMobileCA: Raise your hand if you now want an #Android4 #IceCreamSandwich powered #GALAXYNexus phone! #Google #Samsung""-I do!",1
806,"Does the following tweet have positive sentiment to the Microsoft company ? 
System.IO.File.Delete - You lie! You didn't delete my file, and you didn't throw an exception. WTF!? #microsoft #net",0
807,"Does the following tweet have positive sentiment to the Google company ? 
Galaxy Nexus = #Google #Android #Samsung - the dream team! :) http://t.co/R5juJSBr",1
808,"Does the following tweet have positive sentiment to the Google company ? 
#Android #Google Device Frame Generator Updated For Galaxy Nexus - Your Screenshots Just Got Prettier http://t.co/9bWt2W6z #DhilipSiva",1
809,"Does the following tweet have positive sentiment to the Apple company ? 
GAH. @apple iOS 5 opens text messages painfully slow, on top of 3 restore attempts 2 succeed. Early adopterness gets better of me.",0
810,"Does the following tweet have positive sentiment to the Microsoft company ? 
I've seen a couple of iPhone 4S's already, but still no Windows Phone 7's ... ever! #Microsoft not so hot.",0
811,"Does the following tweet have positive sentiment to the Apple company ? 
Lmfao look at the argument I had with Siri !!
@ijustine @apple http://t.co/D4VjL7SI",1
812,"Does the following tweet have positive sentiment to the Apple company ? 
@Apple will be adding more carrier support to the iPhone 4S (just announced)",1
813,"Does the following tweet have positive sentiment to the Microsoft company ? 
Fixing a pc that thinks it is 1601. I thought #Microsoft had the Y1.6K issue fixed already. #Techsupport",0
814,"Does the following tweet have positive sentiment to the Google company ? 
Google Earth Helps Locate Salmonella Hotspots http://t.co/mcz9RSDf #google",1
815,"Does the following tweet have positive sentiment to the Microsoft company ? 
Jus updated my computer to Windows 7 .....I'm on thanks to #microsoft",1
816,"Does the following tweet have positive sentiment to the Apple company ? 
Like @apple da fuck is this shit?  http://t.co/nb4DHlSg",0
817,"Does the following tweet have positive sentiment to the Google company ? 
#Google / #Samsung #Galaxy #Nexus #ICS press release is now done, I'll go back to my regular tweeting intervals now :) I WANT IT!",1
818,"Does the following tweet have positive sentiment to the Google company ? 
#ICS introduces Facial recognition to unlock phone, however - the demo didn't go as planned.http://engt.co/q2KeC7 #Google Goof up! #Android",0
819,"Does the following tweet have positive sentiment to the Google company ? 
Alright, well #Apple just got its ass kicked in the face by #Google so hard with its new Googles #Nexus phone. It will be brilliant.",1
820,"Does the following tweet have positive sentiment to the Twitter company ? 
#twitter is jumpin as usual :)",1
821,"Does the following tweet have positive sentiment to the Apple company ? 
WTF?!?! @apple the new iOS 5 doesn't allow you NOT to get push notifications from newstand? and SIRI just keeps yapping FUCK!",0
822,"Does the following tweet have positive sentiment to the Google company ? 
Not greatly impressed with #Google and #Samsung presentation skills.",0
823,"Does the following tweet have positive sentiment to the Twitter company ? 
@KylieMessier yeahh you did! It was about time. Caught the #twitter bug and now i'm hooked!",1
824,"Does the following tweet have positive sentiment to the Microsoft company ? 
Good dev opportunities at #Microsoft UX Tour, Helsinki Finland http://t.co/hCKJXz4K",1
825,"Does the following tweet have positive sentiment to the Microsoft company ? 
“@sinanaral: Check out the new #Microsoft #faculty fellows here: http://t.co/2oeNsVG8 poised to change the world!” Go @jure !",1
826,"Does the following tweet have positive sentiment to the Apple company ? 
I absolutely love my iPhone 4S. Thank you, Steve and @apple.",1
827,"Does the following tweet have positive sentiment to the Google company ? 
Oh yes, and now - The Android Beam! Alright, I made the right decision to be on Team #Google, Team #Android!",1
828,"Does the following tweet have positive sentiment to the Google company ? 
Can't wait for Ice Cream Sandwich. http://t.co/RtDzjq2U #android #google",1
829,"Does the following tweet have positive sentiment to the Google company ? 
Wow! RT @dalmaer: WebGL infinite bookcase UI http://t.co/aijYsfHO #google",1
830,"Does the following tweet have positive sentiment to the Apple company ? 
Seemingly endless loop of calls to @apple, @ups, @verizonwireless to investigate my missing #iphone4s. #crankywithnophone",0
831,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/xtZMPSMT #enterprise",1
832,"Does the following tweet have positive sentiment to the Microsoft company ? 
I hate #Microsoft PowerPoint!",0
833,"Does the following tweet have positive sentiment to the Apple company ? 
@apple, #siri can't connect to the network -- it's LESS useful that VoiceControl now... :(",0
834,"Does the following tweet have positive sentiment to the Google company ? 
Thoughts on Android 4.0 #ICS? Excited to play with the new features. #android #google",1
835,"Does the following tweet have positive sentiment to the Microsoft company ? 
just upgraded to win 8 on my pc only for it to tell me it failed to install and they dont know what happened thats #microsoft for you!",0
836,"Does the following tweet have positive sentiment to the Apple company ? 
Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #",0
837,"Does the following tweet have positive sentiment to the Google company ? 
Did #Google really just highlight a new font #Roboto as part of their #ICS announcement for #Android...?! Seriously.",0
838,"Does the following tweet have positive sentiment to the Apple company ? 
Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!",1
839,"Does the following tweet have positive sentiment to the Google company ? 
#google+ (: lovin it",1
840,"Does the following tweet have positive sentiment to the Google company ? 
I want some of these #google toys",1
841,"Does the following tweet have positive sentiment to the Microsoft company ? 
sledgehammer maybe! RT @SkandalasGP Office blues *drink?* RT @wuppy: #microsoft fail #notresponding for fcucks sake  http://t.co/lCXa9q8P",0
842,"Does the following tweet have positive sentiment to the Google company ? 
Good god the camera app in Icecream Sandwich is amazing.. and that camera is FAST!  #samsung #google #android #galaxyNexus",1
843,"Does the following tweet have positive sentiment to the Google company ? 
#fail on the face recognition not working #google #samsung",0
844,"Does the following tweet have positive sentiment to the Apple company ? 
#DontBeMadAtMeBecause #Android is by far better than @Apple",0
845,"Does the following tweet have positive sentiment to the Twitter company ? 
#twitter is sooo trash ritenow with all dezz #highscoolmemories -__-",0
846,"Does the following tweet have positive sentiment to the Google company ? 
@adiman_ #google #fail",0
847,"Does the following tweet have positive sentiment to the Microsoft company ? 
#microsoft still didn't managed access to #metro apps on ""older"" netbooks. #win8 #resolution",0
848,"Does the following tweet have positive sentiment to the Google company ? 
They need to talk about the battery life impact of #AndroidBeam. It can't be good news. #Google #Android #ICS",0
849,"Does the following tweet have positive sentiment to the Google company ? 
#ICS is Sick, good work #google team",1
850,"Does the following tweet have positive sentiment to the Google company ? 
Ice Cream Sandwich u r really delicious Can ditch iPhone for u that's for sure. #Google launches #Android4 aka #IceCreamSandwich :)",1
851,"Does the following tweet have positive sentiment to the Apple company ? 
""Waiting for items to copy"" in Itunes after everything DID copy goes on, and on, and on.  Come on @Apple, what the hell?",0
852,"Does the following tweet have positive sentiment to the Apple company ? 
@Apple: Siri is amazing!!! I'm in love!",1
853,"Does the following tweet have positive sentiment to the Google company ? 
#ics shutter speed is insane! Wow! Two thumbs up #google",1
854,"Does the following tweet have positive sentiment to the Apple company ? 
RT @nansen: so this SMS full message is known @apple issue with new iOS5 update. trying restore. When all else #fail - restore.",0
855,"Does the following tweet have positive sentiment to the Apple company ? 
#iOS5 update submitted to @apple! Thanks for all the support!",1
856,"Does the following tweet have positive sentiment to the Twitter company ? 
#Twitter ain't showing my current mentions or my tweets retweeted #Ughh",0
857,"Does the following tweet have positive sentiment to the Apple company ? 
@Apple Safari Reader owns the worldwide web",1
858,"Does the following tweet have positive sentiment to the Apple company ? 
RT @radlerc: Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s",0
859,"Does the following tweet have positive sentiment to the Apple company ? 
Dear @Apple Contacts, you are terrible. I just cleaned duplicates for 3 hours and they magically reappeared. Fix it.",0
860,"Does the following tweet have positive sentiment to the Apple company ? 
Updated my iOS and started using cloud services. Pretty bad ass @apple my #iPhone 3GS still the champ.",1
861,"Does the following tweet have positive sentiment to the Apple company ? 
@pmphillips @apple If my non-Apple equipment broke this often, I guess I'd need an Asus genius bar. But it doesn't, so I don't :-)",0
862,"Does the following tweet have positive sentiment to the Google company ? 
RT @spacecanard Today's the Day. ICS &lt;3 #android #google #samsung",1
863,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft, #Adobe lose $13.5bn to piracy: Report http://t.co/wXBC1UUw",0
864,"Does the following tweet have positive sentiment to the Apple company ? 
Lies @apple. the battery on this new iPhone4S is definitely not any better.",0
865,"Does the following tweet have positive sentiment to the Apple company ? 
_ibertaddigital.tv/ iPad a briliant SteveJobs produck ,http://t.co/00ohfLY6
@Apple present... http://t.co/DBbWSDpx",1
866,"Does the following tweet have positive sentiment to the Google company ? 
With the new #Google #Android 4.0 Ice-Cream Sandwich, you can take Panorama picture right Out-of-the-Box... SWEET!",1
867,"Does the following tweet have positive sentiment to the Apple company ? 
Day305, I'm thankful for the great customer service received today from @Apple via phone CS, new phone on the way #365daysofgratefulness",1
868,"Does the following tweet have positive sentiment to the Apple company ? 
So my iMessage still isn't working! @apple",0
869,"Does the following tweet have positive sentiment to the Apple company ? 
I hate my @apple computer.  Thats 3500 dollars down the drain.",0
870,"Does the following tweet have positive sentiment to the Google company ? 
I agree with @wellis68 that the ""Hangouts"" on #Google+ are friggin' awesome!”",1
871,"Does the following tweet have positive sentiment to the Google company ? 
Maybe not the most efficient way to browse, but fun: #Google releases an Infinite Digital Bookcase http://t.co/X1qzeX7f by @MeghanKel",1
872,"Does the following tweet have positive sentiment to the Apple company ? 
RT @TakeF_Light: Hey @Apple...I know Steve Jobs died & all but my Twitter for iPad app keeps crashing...Fix it...NOW..please..lol -F.Light",0
873,"Does the following tweet have positive sentiment to the Apple company ? 
I &lt;3 @apple http://t.co/ondXWpEr",1
874,"Does the following tweet have positive sentiment to the Apple company ? 
@Apple, on the #iPad with #iOS5, why has the Messages Icon been included when it can't be used?",0
875,"Does the following tweet have positive sentiment to the Google company ? 
RT @IAmDkT: The only letdown of the Samsung Galaxy Nexus phone is the 5.0 MP Camera. #ICS #Samsung #SamsungGalaxyNexus #SGN #Android #Google",0
876,"Does the following tweet have positive sentiment to the Apple company ? 
Sorry @apple, but #iMessage will never be what #BBM is. Disappointed.",0
877,"Does the following tweet have positive sentiment to the Microsoft company ? 
RT @sander_koers: #Google Apps vs. #Microsoft #Office 365: ""it is clear that Google Apps should be the top choice"" http://t.co/OySZmjVi #in",0
878,"Does the following tweet have positive sentiment to the Microsoft company ? 
RT @DariuszPorowski: RT Me too! @rem8: On my way home from 1st day of #MTS11. Had great time with @alead @DariuszPorowski and others #mv ...",1
879,"Does the following tweet have positive sentiment to the Apple company ? 
Hell yes!!! Got my contacts back!!  Thanks @apple",1
880,"Does the following tweet have positive sentiment to the Apple company ? 
@AsimRang @apple @umber the desktop app is wack though",0
881,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft Bing is The New King of Search, Tipped #Google Search http://t.co/61OgLIKA",1
882,"Does the following tweet have positive sentiment to the Apple company ? 
For being the inventor of the computer mouse — Why is it that @Apple has never made one that is not a complete piece of fucking shit?!!?",0
883,"Does the following tweet have positive sentiment to the Apple company ? 
I am crazy about #iOS5 . The photo cropping is the best! @apple",1
884,"Does the following tweet have positive sentiment to the Apple company ? 
RT @CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.",0
885,"Does the following tweet have positive sentiment to the Apple company ? 
Love #ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! @apple #lovemyiphone",1
886,"Does the following tweet have positive sentiment to the Twitter company ? 
My 3 biggest obsessions: #twitter, #dancemoms, and #desperatehousewives. &lt;3",1
887,"Does the following tweet have positive sentiment to the Apple company ? 
Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing, because you are doing it well! http://t.co/ZZc6bE0w",1
888,"Does the following tweet have positive sentiment to the Google company ? 
Took me months to decide, but tonight I have chosen #google over Amazon S3 for image storage solution.",1
889,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft 's latest offering leaves me praying for the Blue Screen of Death. http://t.co/gTqdvfxo #advertising #OhNoNotAgain",0
890,"Does the following tweet have positive sentiment to the Google company ? 
is #google honestly bragging about a new font for their #android devices? #seriously",0
891,"Does the following tweet have positive sentiment to the Apple company ? 
@Apple - #Siri is not working due to ""network problem""? Seriously? Can you fix this? #iPhone4s #Fail",0
892,"Does the following tweet have positive sentiment to the Twitter company ? 
#Twitter got me all messed up everytime i compose a text msg i get stressed I only have 140 caracteres! all dis networkin is gettin confusin",0
893,"Does the following tweet have positive sentiment to the Twitter company ? 
RT @mixedchik22: #Twitter.... Side Affects include: Procrastination, No Sleep, Unable to Focus on ANYTHING, Subtweeting, RT, TT, and Low ...",0
894,"Does the following tweet have positive sentiment to the Apple company ? 
Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT & @Apple. Hero of my day!",0
895,"Does the following tweet have positive sentiment to the Google company ? 
#samsung galaxy nexus = orbital laser. #apple iphone 4s = wooden stick #google",1
896,"Does the following tweet have positive sentiment to the Apple company ? 
Just searching with my voice on my 2 year old nexus one @apple.",0
897,"Does the following tweet have positive sentiment to the Apple company ? 
Iphone 4s siri doesn't work for shit @apple",0
898,"Does the following tweet have positive sentiment to the Microsoft company ? 
I did the best of everyone who failed - Bill Gate #Microsoft",0
899,"Does the following tweet have positive sentiment to the Apple company ? 
@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound.",0
900,"Does the following tweet have positive sentiment to the Google company ? 
#Google #Cloud Service Blackouts Threaten Cloud Users: During a 30-day period in August and September, for ... http://t.co/G0ElVRVJ #TCN",0
901,"Does the following tweet have positive sentiment to the Apple company ? 
I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!”",0
902,"Does the following tweet have positive sentiment to the Google company ? 
@Tita_Ramos #Google it =)",1
903,"Does the following tweet have positive sentiment to the Apple company ? 
i love this. so much. thank you @apple.  http://t.co/Ui8lOEzX",1
904,"Does the following tweet have positive sentiment to the Google company ? 
Camera app now has Panorama capabilities! #Google #Android #ICS",1
905,"Does the following tweet have positive sentiment to the Google company ? 
So glad #Google adopted a design philosophy for #Android 4.0 a.k.a It shows soooo much! This is the polish I've been waiting for!",1
906,"Does the following tweet have positive sentiment to the Google company ? 
When in doubt... #Google it!!!",1
907,"Does the following tweet have positive sentiment to the Apple company ? 
Never purchasing another item from @apple.",0
908,"Does the following tweet have positive sentiment to the Apple company ? 
Mad props to the @apple employee that didn't charge me to replace the back plate on my iPhone! Made my day!",1
909,"Does the following tweet have positive sentiment to the Apple company ? 
@Apple Siri is down!",0
910,"Does the following tweet have positive sentiment to the Apple company ? 
I'm suspecting @Apple timed the health-decline of my iPhone 4 perfectly with the iPhone 4s release... My battery is seriously ailing.",0
911,"Does the following tweet have positive sentiment to the Microsoft company ? 
I have concluded, having used it since March, that Windows 7 Ultimate is a complete catastrophe. Mr Gates, you have lost the plot #Microsoft",0
912,"Does the following tweet have positive sentiment to the Google company ? 
hahaha integrated data usage manager... in sucha brilliant way, sleek design, superb and I'm only watching videos LOL #Google",1
913,"Does the following tweet have positive sentiment to the Apple company ? 
@apple If you want to know what customers think dont send updates with the ""noreply"" return address. Who invented that anyway. #useless",0
914,"Does the following tweet have positive sentiment to the Apple company ? 
This good here iPhone will do me VERY well today. Thanks to the gods that are @apple.",1
915,"Does the following tweet have positive sentiment to the Apple company ? 
This. RT @bonkoif Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable",0
916,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Yahoo up 4 sale - again! Yrs back #Microsoft almost bought it & now glad it didn't. This could b deal of the year that dosent happen!",1
917,"Does the following tweet have positive sentiment to the Microsoft company ? 
Open Letter: Steve Ballmer, Please Retire - Forbes - Please retweet! #MSFT needs a techie leader. http://t.co/E8uMRmro #microsoft #ballmer",0
918,"Does the following tweet have positive sentiment to the Microsoft company ? 
RT @idtheftprotect: #Microsoft has frozen some #Xbox Live (XBL) accounts after online gamers report they have been hacked. http://t.co/M ...",0
919,"Does the following tweet have positive sentiment to the Microsoft company ? 
RT @guardiantech: How #Apple eclipsed #Microsoft http://t.co/GK6YjTFY &lt;- Microsoft's future is in the corporate world, not consumer",0
920,"Does the following tweet have positive sentiment to the Apple company ? 
need @apple help!! installing new ios on #iphone4 and am stuck on the Find My iPhone screen :( i keep clicking next but it doesn't work",0
921,"Does the following tweet have positive sentiment to the Microsoft company ? 
RT @EA_Jorge: I'm on day 80-something of my Xbox LIVE acct being hacked. This is worse than PSN hack. Will I ever get it back? #Microsof ...",0
922,"Does the following tweet have positive sentiment to the Apple company ? 
My @Apple @macbook keyboard will not type :(",0
923,"Does the following tweet have positive sentiment to the Google company ? 
Telegraph reports that the biggest threat to #facebook is its power users have shifted to #twitter or #google+ http://t.co/JHdTYKCV",1
924,"Does the following tweet have positive sentiment to the Twitter company ? 
Today I was introduced as BigDealDawson at #LGFW !  O #twitter and #social media I love you! Teehee xx",1
925,"Does the following tweet have positive sentiment to the Apple company ? 
@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the ""newest"" model are suckers...",0
926,"Does the following tweet have positive sentiment to the Apple company ? 
I'm loving this new IOS5 update :) @apple",1
927,"Does the following tweet have positive sentiment to the Microsoft company ? 
Not a #Microsoft fan but this is cool. Video: Turn any surface into a #touchscreen http://t.co/yy1hNrbQ",1
928,"Does the following tweet have positive sentiment to the Apple company ? 
@Blackberry does take better quality photos than @Apple iPhone though. I give them that! #photograhersEye",0
929,"Does the following tweet have positive sentiment to the Microsoft company ? 
RT @anup_pillai: How #Apple eclipsed #Microsoft | http://t.co/r6hNEtTu",0
930,"Does the following tweet have positive sentiment to the Google company ? 
#google Finally!! All searches for logged in users will be on https! http://t.co/RaUeRrtF",1
931,"Does the following tweet have positive sentiment to the Twitter company ? 
@tas82011 Thnx. Isn't #Twitter pretty damn amazing! Hope yr enjoying it. Fast like you and I!",1
932,"Does the following tweet have positive sentiment to the Apple company ? 
Said to have laid out the next 4 years @apple.Jobs last iPhone is 2012 not the iPhone4S. iPhone(4G/5) 2012 is magical! http://t.co/DxxklUBp",1
933,"Does the following tweet have positive sentiment to the Twitter company ? 
RT @Prettynesz: #twitter still not showin my mothafuckin #retweets . .",0
934,"Does the following tweet have positive sentiment to the Apple company ? 
Meet #Siri, your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple",1
935,"Does the following tweet have positive sentiment to the Apple company ? 
Warning: if iphone apps spontaneously loose data, it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade @apple @marcoarment",0
936,"Does the following tweet have positive sentiment to the Apple company ? 
@apple Cards app notifies me the card I sent has arrived at local post office and should be delivered today... Sunday. Truly is #magic.",1
937,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft #Windows Media Centre GUI #Fail #MajorFail",0
938,"Does the following tweet have positive sentiment to the Google company ? 
http://t.co/QV4m1Un9 Forget the phone.. Nice UI. Liking the Scroll Feature #android #google #nexus",1
939,"Does the following tweet have positive sentiment to the Microsoft company ? 
RT @Logic2020: Why I love #Microsoft &gt; Microsoft hosting Kids TechFest to encourage careers in tech  http://t.co/fmzFWgYv #babygeeks  ...",1
940,"Does the following tweet have positive sentiment to the Apple company ? 
Using my awsome iPad... I love it. I love my MacBook too and my iPod. It's all amazing! I love @apple",1
941,"Does the following tweet have positive sentiment to the Microsoft company ? 
Reader 'Tronman' compares #SteveBallmer to an albatross around #Microsoft's neck.  Do you agree?  Join the discussion! http://t.co/Mn39R2vc",0
942,"Does the following tweet have positive sentiment to the Google company ? 
#Google has finally unveiled the much awaited #Android OS Ice Cream Sandwich & it sure looks good! http://t.co/sNL38EM1",1
943,"Does the following tweet have positive sentiment to the Microsoft company ? 
Blog Post: Cool Tool : Microsoft Mouse Without Borders. http://t.co/uM860jFh #Tools #Utilities #microsoft",1
944,"Does the following tweet have positive sentiment to the Twitter company ? 
I've pretty much abandoned Facebook for Twitter. #twitter'slegit",1
945,"Does the following tweet have positive sentiment to the Google company ? 
i need a hookup, stop teasing me #google http://t.co/07YR58wL i want the new #nexus",1
946,"Does the following tweet have positive sentiment to the Google company ? 
iScream u scream v all scream #android #IceCreamSandwich. A job well done by #google and a major game changer in the #mobile #OS space",1
947,"Does the following tweet have positive sentiment to the Google company ? 
Thank god Gmail app has been redesigned under Android 4.0. Conversations automatically expanded. #Google #Android #ICS",1
